log_annual_credit,log_annual_debit,net_savings_ratio,monthly_burn_rate,salary_inflow_ratio,monthly_credit_cv,salary_regularity_score,bonus_lump_sum_ratio,investment_ratio,fixed_obligation_ratio,discretionary_ratio,tax_shield_ratio,upi_velocity_index,micro_spend_density,log_avg_ticket_size,capital_gains_flux,user_id,true_annual_income,tax_slab_class,behavior_cluster
12.6505,12.2685,0.3175,0.6825,0.8263,0.4314,0.92,0.0,0.0763,0.1852,0.2783,0.0178,0.9627,0.1652,6.7473,0.0,4274,300000.0,0,3
12.8553,12.4637,0.324,0.676,0.9708,0.083,1.0,0.1094,0.154,0.3009,0.2782,0.0738,0.7474,0.0521,6.8885,0.0363,4275,390000.0,0,1
12.5507,12.44,0.1048,0.8952,0.9085,0.2137,0.92,0.0377,0.0586,0.3658,0.5045,0.0105,0.8251,0.2115,6.9739,0.0,4276,270000.0,0,2
13.9535,13.829,0.117,0.883,0.8238,0.1674,0.92,0.0977,0.0108,0.3208,0.5543,0.0234,0.8361,0.1295,8.007,0.0,4277,1170000.0,2,2
13.2004,13.2124,-0.0121,1.0121,0.9037,0.1025,0.83,0.0706,0.0133,0.4102,0.3764,0.0238,0.9422,0.1429,7.5082,0.0,4278,540000.0,1,2
13.4426,13.1207,0.2752,0.7248,0.9576,0.0825,1.0,0.105,0.1373,0.4409,0.2722,0.0489,0.8253,0.0965,7.5121,0.0027,4279,684000.0,1,1
13.9881,13.5761,0.3377,0.6623,0.9391,0.0267,1.0,0.0645,0.2215,0.304,0.2888,0.0907,0.6054,0.0635,8.4074,0.0179,4280,1170000.0,2,1
13.1524,12.8517,0.2597,0.7403,0.9491,0.0438,1.0,0.1162,0.169,0.4223,0.3139,0.0967,0.8341,0.1047,7.3422,0.0106,4281,520000.0,1,1
12.2366,11.7637,0.3769,0.6231,0.9885,0.0275,1.0,0.1398,0.1383,0.4349,0.2192,0.0994,0.6532,0.0771,6.233,0.0369,4282,200000.0,0,1
13.2351,12.9448,0.252,0.748,0.866,0.0371,1.0,0.1336,0.2128,0.3817,0.251,0.0664,0.7784,0.0888,7.2903,0.0178,4283,552000.0,1,1
13.3744,13.2621,0.1062,0.8938,0.7261,0.0818,1.0,0.0845,0.0749,0.4554,0.3923,0.015,0.897,0.19,7.502,0.0,4284,650000.0,1,2
14.1045,13.2143,0.5894,0.4106,0.9574,0.0985,1.0,0.0579,0.4467,0.3241,0.1478,0.091,0.6574,0.0432,8.4678,0.0238,4285,1300000.0,3,0
12.2647,12.24,0.0245,0.9755,0.9269,0.1859,1.0,0.0893,0.0986,0.3552,0.5758,0.0216,0.9402,0.1973,6.3656,0.0,4286,202800.0,0,2
14.2964,14.3276,-0.0317,1.0317,0.7889,0.1088,0.83,0.0821,0.0198,0.4232,0.4251,0.0106,0.7609,0.1625,8.4375,0.0,4287,1560000.0,3,2
12.2944,12.3272,-0.0333,1.0333,0.7082,0.2169,0.83,0.0559,0.0159,0.3544,0.5264,0.0237,0.7756,0.1319,7.0562,0.0,4288,208800.0,0,2
12.313,12.2471,0.0637,0.9363,0.914,0.1297,1.0,0.0146,0.0891,0.4056,0.3698,0.0093,0.9041,0.1171,6.3763,0.0,4289,216000.0,0,2
12.2068,11.7641,0.3577,0.6423,0.8964,0.1184,1.0,0.0932,0.4165,0.2763,0.1029,0.1695,0.5271,0.0311,6.2953,0.0805,4290,200000.0,0,0
13.2667,12.3601,0.5961,0.4039,0.8261,0.0687,1.0,0.1259,0.2806,0.2128,0.1202,0.1504,0.6639,0.0284,7.6246,0.0887,4291,588000.0,1,0
12.6952,12.4724,0.1998,0.8002,0.6409,0.3372,0.92,0.0,0.0853,0.1872,0.417,0.0266,0.9237,0.3469,7.253,0.0,4292,313200.0,0,3
12.2361,11.3519,0.587,0.413,0.9506,0.1442,1.0,0.1202,0.2819,0.338,0.1686,0.1643,0.5976,0.067,5.9931,0.1267,4293,204000.0,0,0
12.2381,11.6591,0.4395,0.5605,0.9084,0.0384,1.0,0.0979,0.2699,0.3203,0.1581,0.1053,0.6178,0.0501,6.6317,0.0208,4294,200000.0,0,0
12.4255,12.2583,0.154,0.846,0.5521,0.414,1.0,0.0,0.037,0.1812,0.3604,0.0386,0.8688,0.2439,6.9327,0.0,4295,237600.0,0,3
13.3856,13.3572,0.028,0.972,0.7349,0.2009,0.92,0.0066,0.07,0.3866,0.4247,0.0273,0.946,0.2231,7.4677,0.0,4296,624000.0,1,2
12.1954,12.2159,-0.0208,1.0208,0.7091,0.1796,1.0,0.0124,0.0114,0.4876,0.422,0.0332,0.8778,0.1963,6.9677,0.0,4297,200000.0,0,2
12.2369,11.9184,0.2727,0.7273,0.7167,0.3067,0.75,0.0,0.0956,0.2756,0.4078,0.0171,0.9067,0.2602,6.2338,0.0,4298,200000.0,0,3
12.225,11.8091,0.3402,0.6598,0.9576,0.0938,1.0,0.1171,0.2009,0.3869,0.2797,0.0694,0.71,0.0727,6.1202,0.0081,4299,200000.0,0,1
13.8217,13.316,0.3969,0.6031,0.97,0.0689,1.0,0.0558,0.214,0.3193,0.2515,0.0639,0.8025,0.0541,8.4199,0.0454,4300,1000000.0,2,1
12.4149,11.9147,0.3936,0.6064,0.9413,0.0891,1.0,0.1327,0.435,0.3065,0.1488,0.0869,0.4969,0.0416,6.4003,0.0857,4301,237600.0,0,0
12.6251,12.661,-0.0365,1.0365,0.9271,0.2154,0.92,0.0858,0.0201,0.3898,0.3718,0.0083,0.8161,0.1562,6.9055,0.0,4302,296400.0,0,2
12.2484,12.102,0.1362,0.8638,0.7126,0.0888,0.83,0.0425,0.0256,0.437,0.4983,0.0327,0.9011,0.1003,6.6858,0.0,4303,200000.0,0,2
12.7349,12.4206,0.2698,0.7302,0.906,0.0268,1.0,0.0573,0.2019,0.4029,0.3494,0.0742,0.6246,0.0809,6.6906,0.0086,4304,324000.0,0,1
14.9044,14.5578,0.2929,0.7071,0.9038,0.0755,1.0,0.0833,0.1491,0.3195,0.2211,0.1038,0.7347,0.0716,8.9253,0.0062,4305,2860000.0,6,1
13.5073,12.5378,0.6207,0.3793,0.812,0.0616,1.0,0.0625,0.363,0.3152,0.1346,0.1375,0.4976,0.0417,7.5258,0.0409,4306,720000.0,1,0
14.8896,14.4286,0.3693,0.6307,0.8979,0.0571,1.0,0.1492,0.223,0.3362,0.332,0.0458,0.6169,0.0864,9.1462,0.028,4307,2860000.0,6,1
12.5989,12.6355,-0.0372,1.0372,0.8993,0.0846,1.0,0.0732,0.0323,0.4056,0.5256,0.005,0.919,0.1308,7.0217,0.0,4308,300000.0,0,2
13.1998,12.8493,0.2957,0.7043,0.6581,0.179,1.0,0.0,0.0663,0.2801,0.4124,0.0314,0.9299,0.2604,7.4586,0.0,4309,540000.0,1,3
12.8863,12.4509,0.353,0.647,0.8832,0.0903,1.0,0.0662,0.1206,0.3149,0.2644,0.1081,0.6275,0.0458,7.2114,0.0457,4310,390000.0,0,1
12.5536,12.0125,0.4179,0.5821,0.8764,0.1277,1.0,0.0679,0.3964,0.2898,0.1247,0.1767,0.4221,0.0221,6.4994,0.0793,4311,270000.0,0,0
12.3633,12.0667,0.2567,0.7433,0.8722,0.0529,1.0,0.0906,0.1668,0.411,0.2428,0.0933,0.7722,0.0768,6.9526,0.001,4312,234000.0,0,1
13.3531,12.4975,0.5749,0.4251,0.8048,0.086,1.0,0.0635,0.4379,0.2172,0.1685,0.0883,0.5939,0.0238,7.4187,0.0675,4313,626400.0,1,0
13.9753,13.7049,0.2369,0.7631,0.9632,0.0223,1.0,0.0778,0.2418,0.3358,0.2203,0.0659,0.6567,0.1164,7.9641,0.0009,4314,1170000.0,2,1
13.9058,13.4961,0.3361,0.6639,0.8023,0.2961,0.75,0.0,0.0388,0.2454,0.3337,0.0374,0.9162,0.3194,8.08,0.0,4315,1058400.0,2,3
13.9966,13.7694,0.2032,0.7968,0.9033,0.0834,1.0,0.1073,0.1958,0.3205,0.2786,0.0597,0.6147,0.083,8.5358,0.0072,4316,1170000.0,2,1
13.1373,12.2657,0.5817,0.4183,0.8636,0.1044,1.0,0.1119,0.4367,0.2423,0.1592,0.1795,0.5971,0.0292,7.0788,0.1249,4317,500000.0,1,0
14.5983,14.1372,0.3694,0.6306,0.9028,0.0525,1.0,0.0879,0.2462,0.3291,0.2805,0.0752,0.8259,0.0959,8.8793,0.0162,4318,2160000.0,5,1
12.4918,11.5818,0.5975,0.4025,0.8567,0.106,1.0,0.1436,0.4284,0.2669,0.1781,0.161,0.5315,0.0424,6.8084,0.1317,4319,260000.0,0,0
12.6581,12.2553,0.3316,0.6684,0.9004,0.0823,1.0,0.1487,0.1944,0.424,0.2453,0.0509,0.6604,0.0604,6.7525,0.0074,4320,300000.0,0,1
12.2026,11.6627,0.4172,0.5828,0.8886,0.1241,1.0,0.1902,0.2708,0.3089,0.1002,0.1241,0.5567,0.0275,6.511,0.0754,4321,200000.0,0,0
13.7996,13.4751,0.2771,0.7229,0.5811,0.3831,0.92,0.0,0.0285,0.2586,0.4242,0.0337,0.8543,0.2313,7.795,0.0,4322,990000.0,2,3
12.6352,12.6823,-0.0482,1.0482,0.8108,0.1518,0.92,0.0248,0.0006,0.3358,0.4177,0.0132,0.8248,0.2005,6.7566,0.0,4323,300000.0,0,2
14.0251,13.7653,0.2288,0.7712,0.9251,0.0694,1.0,0.0763,0.1994,0.3763,0.3427,0.0474,0.755,0.0448,8.1291,0.0164,4324,1200000.0,2,1
12.9081,12.2501,0.4821,0.5179,0.9175,0.098,1.0,0.1952,0.4258,0.3225,0.205,0.0839,0.5636,0.0503,6.7781,0.1235,4325,388800.0,0,0
13.1891,12.8161,0.3113,0.6887,0.8655,0.0805,1.0,0.0544,0.2147,0.3362,0.2527,0.0564,0.66,0.0694,7.3046,0.0124,4326,518400.0,1,1
15.0254,14.5606,0.3717,0.6283,0.9166,0.0778,1.0,0.1072,0.178,0.4065,0.2228,0.1002,0.761,0.0586,9.553,0.0417,4327,3240000.0,6,1
12.2259,12.1597,0.0641,0.9359,0.9367,0.1228,1.0,0.0596,0.0411,0.4584,0.4839,0.023,0.8956,0.1439,6.6516,0.0,4328,200000.0,0,2
12.503,12.1747,0.2798,0.7202,0.9266,0.0519,1.0,0.1382,0.1336,0.3659,0.2828,0.042,0.7196,0.0643,6.6558,0.0246,4329,260000.0,0,1
13.1465,13.1852,-0.0395,1.0395,0.8547,0.2464,1.0,0.0414,0.0002,0.4038,0.5567,0.0305,0.8559,0.1154,7.6112,0.0,4330,520000.0,1,2
12.8457,12.8324,0.0132,0.9868,0.7527,0.2486,0.92,0.0678,0.0526,0.3514,0.5653,0.0497,0.9029,0.1431,7.477,0.0,4331,378000.0,0,2
14.0103,13.9721,0.0375,0.9625,0.7055,0.2255,0.92,0.0761,0.0757,0.3519,0.5132,0.0106,0.9261,0.1054,8.5221,0.0,4332,1170000.0,2,2
12.9194,12.6901,0.2049,0.7951,0.9541,0.0737,1.0,0.1035,0.1834,0.3646,0.3029,0.062,0.7274,0.0701,7.2337,0.0151,4333,400000.0,0,1
12.2185,11.8745,0.2911,0.7089,0.915,0.0461,1.0,0.1066,0.2331,0.3038,0.3204,0.0758,0.7518,0.0941,6.2599,0.008,4334,200000.0,0,1
13.7281,13.2418,0.3851,0.6149,0.8908,0.0797,1.0,0.1283,0.1291,0.4184,0.2964,0.0986,0.6707,0.0941,7.9627,0.0394,4335,900000.0,2,1
13.9681,13.1912,0.5402,0.4598,0.879,0.1032,1.0,0.0833,0.3603,0.2842,0.2062,0.1009,0.6296,0.0657,8.1462,0.0352,4336,1116000.0,2,0
14.4428,13.5375,0.5956,0.4044,0.9585,0.1214,1.0,0.1722,0.3284,0.2982,0.1298,0.1556,0.5473,0.028,8.2451,0.1335,4337,1820000.0,4,0
12.8539,12.589,0.2327,0.7673,0.9006,0.0928,1.0,0.0739,0.1723,0.3255,0.2336,0.0801,0.6,0.0408,7.1606,0.046,4338,390000.0,0,1
14.4148,13.4182,0.6309,0.3691,0.9577,0.0419,1.0,0.1352,0.2648,0.2313,0.1859,0.1797,0.5822,0.0599,8.3037,0.102,4339,1820000.0,4,0
13.7226,13.6349,0.084,0.916,0.7537,0.2378,0.83,0.0414,0.0096,0.3467,0.3917,0.0104,0.8262,0.16,8.054,0.0,4340,900000.0,2,2
13.9844,13.9159,0.0662,0.9338,0.7505,0.2032,1.0,0.0411,0.0169,0.4404,0.3641,0.0293,0.7559,0.1196,8.0479,0.0,4341,1200000.0,2,2
13.6334,13.3474,0.2488,0.7512,0.9313,0.0729,1.0,0.1425,0.1668,0.3875,0.2186,0.0826,0.7375,0.106,7.9318,0.0321,4342,810000.0,1,1
13.6109,13.1718,0.3554,0.6446,0.8165,0.1129,1.0,0.1263,0.3627,0.3012,0.1118,0.1756,0.5574,0.0731,7.5579,0.0738,4343,800000.0,1,0
12.9364,12.9493,-0.013,1.013,0.8861,0.0897,0.92,0.0127,0.0667,0.3479,0.5923,0.0432,0.8173,0.1565,7.2115,0.0,4344,420000.0,0,2
13.2182,12.7105,0.3982,0.6018,0.8709,0.0353,1.0,0.1923,0.4096,0.3223,0.1368,0.1454,0.5283,0.0546,7.4781,0.0589,4345,540000.0,1,0
12.6106,12.5521,0.0568,0.9432,0.8907,0.1751,0.92,0.0562,0.0351,0.4356,0.4999,0.0187,0.9339,0.2047,7.0973,0.0,4346,288000.0,0,2
13.3987,12.7991,0.4509,0.5491,0.8256,0.111,1.0,0.0731,0.3695,0.2702,0.1001,0.1571,0.5033,0.0547,7.9359,0.1312,4347,637200.0,1,0
14.2589,14.1089,0.1393,0.8607,0.868,0.3498,1.0,0.0,0.1077,0.3495,0.4442,0.0328,0.9057,0.2632,8.8463,0.0,4348,1530000.0,3,3
12.5007,12.4538,0.0458,0.9542,0.9155,0.2324,0.92,0.0275,0.0465,0.4098,0.3556,0.0379,0.9202,0.1813,6.8697,0.0,4349,270000.0,0,2
13.2094,12.7201,0.3869,0.6131,0.8573,0.0415,1.0,0.135,0.2235,0.4364,0.2749,0.0431,0.7535,0.0668,7.8112,0.0083,4350,520000.0,1,1
12.5327,11.6233,0.5972,0.4028,0.9097,0.0977,1.0,0.0632,0.4396,0.2363,0.1726,0.1389,0.4301,0.0447,6.3109,0.1481,4351,270000.0,0,0
14.2201,13.694,0.4091,0.5909,0.9266,0.1035,1.0,0.1484,0.2641,0.283,0.1177,0.0984,0.6841,0.0394,8.3366,0.0479,4352,1430000.0,3,0
14.4356,13.9735,0.37,0.63,0.8714,0.0306,1.0,0.1366,0.1403,0.4042,0.3045,0.0717,0.7849,0.0576,8.3184,0.0302,4353,1820000.0,4,1
12.5147,12.493,0.0215,0.9785,0.7028,0.0967,0.92,0.0639,0.0972,0.3955,0.5883,0.0092,0.8968,0.1397,6.76,0.0,4354,265200.0,0,2
12.2211,12.1173,0.0987,0.9013,0.7244,0.2184,0.83,0.0826,0.0198,0.4007,0.381,0.0306,0.9337,0.2457,6.774,0.0,4355,200000.0,0,2
12.4254,11.9291,0.3912,0.6088,0.9871,0.0402,1.0,0.0975,0.1724,0.3625,0.2193,0.0826,0.6783,0.0589,6.3658,0.0433,4356,240000.0,0,1
13.73,13.5646,0.1525,0.8475,0.9277,0.2369,0.92,0.0094,0.0767,0.3486,0.5682,0.0168,0.8828,0.2113,8.4163,0.0,4357,910000.0,2,2
12.2186,12.1285,0.0861,0.9139,0.7756,0.1461,1.0,0.0676,0.0152,0.403,0.4709,0.0418,0.8764,0.2254,6.4638,0.0,4358,200000.0,0,2
12.9663,12.6321,0.284,0.716,0.892,0.0823,1.0,0.0838,0.182,0.3447,0.3403,0.1172,0.7879,0.11,7.2797,0.0002,4359,432000.0,0,1
14.2096,13.8532,0.2998,0.7002,0.9474,0.0719,1.0,0.1097,0.1231,0.3451,0.216,0.0921,0.6687,0.1136,8.8064,0.0294,4360,1430000.0,3,1
13.4878,12.4778,0.6358,0.3642,0.9765,0.0393,1.0,0.135,0.3701,0.2406,0.1297,0.1547,0.6368,0.0274,7.3854,0.0588,4361,720000.0,1,0
12.5928,12.3637,0.2048,0.7952,0.9525,0.0441,1.0,0.0931,0.2163,0.3783,0.342,0.0482,0.6933,0.0679,6.6444,0.0179,4362,300000.0,0,1
13.4629,13.2172,0.2178,0.7822,0.8903,0.2926,1.0,0.0,0.1009,0.213,0.3776,0.0277,0.9505,0.1591,7.6891,0.0,4363,700000.0,1,3
13.1876,12.9172,0.2369,0.7631,0.9743,0.0204,1.0,0.0953,0.2207,0.3518,0.2324,0.1047,0.8435,0.0738,7.6381,0.0048,4364,540000.0,1,1
12.4972,12.2236,0.2393,0.7607,0.9432,0.099,1.0,0.0848,0.2028,0.4365,0.2085,0.0595,0.7703,0.0442,7.0166,0.0089,4365,270000.0,0,1
12.6373,12.1869,0.3627,0.6373,0.8769,0.0705,1.0,0.1102,0.2204,0.4464,0.2157,0.0673,0.766,0.0563,7.1623,0.0211,4366,300000.0,0,1
13.9924,13.6069,0.3199,0.6801,0.8164,0.4385,0.92,0.0,0.1098,0.1569,0.3983,0.0048,0.964,0.1925,8.4443,0.0,4367,1170000.0,2,3
13.3083,13.0446,0.2318,0.7682,0.8747,0.095,1.0,0.1365,0.2013,0.3688,0.3097,0.0863,0.7122,0.0996,7.4727,0.0266,4368,600000.0,1,1
13.1819,12.7164,0.3722,0.6278,0.9292,0.0329,1.0,0.0599,0.3706,0.2885,0.1373,0.0835,0.4539,0.0527,7.4927,0.1422,4369,520000.0,1,0
12.2342,12.2728,-0.0394,1.0394,0.7718,0.1333,1.0,0.0572,0.0792,0.3828,0.5791,0.015,0.9234,0.1383,6.6936,0.0,4370,200000.0,0,2
13.7569,13.7793,-0.0227,1.0227,0.7377,0.1364,0.92,0.0343,0.0725,0.3068,0.4819,0.0165,0.8865,0.1963,8.2701,0.0,4371,900000.0,2,2
12.1865,12.215,-0.0289,1.0289,0.936,0.1728,0.92,0.0163,0.0232,0.4624,0.4605,0.0294,0.8975,0.1547,6.5508,0.0,4372,200000.0,0,2
12.9848,12.5923,0.3246,0.6754,0.8979,0.0565,1.0,0.0849,0.202,0.3834,0.3407,0.1151,0.7981,0.1075,7.2854,0.0209,4373,420000.0,0,1
12.2468,11.8432,0.3321,0.6679,0.9631,0.02,1.0,0.1124,0.2051,0.3547,0.3056,0.0613,0.8416,0.0747,6.5633,0.0167,4374,200000.0,0,1
12.8214,12.3013,0.4055,0.5945,0.9407,0.0803,1.0,0.1732,0.2604,0.2581,0.1072,0.1784,0.6371,0.045,7.3385,0.1041,4375,360000.0,0,0
12.8187,12.0135,0.553,0.447,0.8328,0.0303,1.0,0.1202,0.3808,0.3314,0.16,0.1492,0.4517,0.0237,7.1818,0.0756,4376,360000.0,0,0
14.0178,13.3885,0.467,0.533,0.8177,0.0569,1.0,0.097,0.416,0.2816,0.157,0.1622,0.5332,0.0251,8.1541,0.1495,4377,1170000.0,2,0
13.1691,12.8297,0.2878,0.7122,0.5583,0.4238,1.0,0.0,0.1147,0.2775,0.2954,0.0217,0.9709,0.2029,7.1057,0.0,4378,520000.0,1,3
13.6023,13.2091,0.3251,0.6749,0.9112,0.0763,1.0,0.0554,0.1963,0.3111,0.281,0.1094,0.8259,0.0827,8.2237,0.0044,4379,780000.0,1,1
13.1543,12.7732,0.3169,0.6831,0.872,0.1507,1.0,0.0,0.0506,0.2583,0.4405,0.0382,0.9105,0.3035,7.2437,0.0,4380,520000.0,1,3
14.8076,13.9539,0.5742,0.4258,0.8603,0.0932,1.0,0.195,0.3561,0.3485,0.1318,0.1018,0.5161,0.0698,8.7769,0.1363,4381,2600000.0,6,0
13.9211,13.7234,0.1794,0.8206,0.7839,0.2259,1.0,0.0342,0.0261,0.3934,0.4463,0.0344,0.8601,0.2384,8.4838,0.0,4382,1080000.0,2,2
13.4737,13.216,0.2272,0.7728,0.6415,0.3645,0.92,0.0,0.1001,0.1793,0.2839,0.0205,0.9499,0.1741,7.5098,0.0,4383,720000.0,1,3
12.4178,11.4273,0.6286,0.3714,0.8027,0.0429,1.0,0.1262,0.4179,0.2081,0.1538,0.171,0.5936,0.0263,6.1387,0.0783,4384,237600.0,0,0
13.5536,13.2811,0.2385,0.7615,0.8978,0.0518,1.0,0.1199,0.2423,0.3002,0.2003,0.0901,0.6554,0.0726,8.1993,0.0414,4385,780000.0,1,1
13.9563,13.4898,0.3728,0.6272,0.8641,0.0392,1.0,0.1361,0.1373,0.3909,0.3149,0.115,0.6886,0.0833,8.5084,0.0204,4386,1100000.0,2,1
13.8537,13.7597,0.0897,0.9103,0.8454,0.193,0.83,0.008,0.0653,0.4396,0.4993,0.0314,0.8206,0.1535,7.9413,0.0,4387,990000.0,2,2
13.824,13.2139,0.4567,0.5433,0.946,0.0722,1.0,0.0701,0.2527,0.2839,0.2038,0.1615,0.4139,0.0303,8.0609,0.1072,4388,1020000.0,2,0
13.9373,13.0151,0.6024,0.3976,0.9748,0.1411,1.0,0.1183,0.3484,0.2887,0.1122,0.1179,0.6983,0.0506,7.66,0.1264,4389,1080000.0,2,0
13.3194,13.1095,0.1894,0.8106,0.6433,0.3791,0.92,0.0,0.0905,0.1525,0.4401,0.021,0.8567,0.2031,7.9499,0.0,4390,600000.0,1,3
12.618,12.0902,0.4101,0.5899,0.8833,0.1112,1.0,0.1308,0.3317,0.3084,0.105,0.0831,0.5841,0.0583,7.1056,0.0415,4391,300000.0,0,0
13.3694,12.8785,0.3879,0.6121,0.9281,0.107,1.0,0.0504,0.3395,0.2809,0.201,0.1794,0.6761,0.0702,7.3506,0.1325,4392,630000.0,1,0
12.3253,11.4746,0.5729,0.4271,0.8737,0.0874,1.0,0.1486,0.3508,0.2072,0.1741,0.1034,0.6398,0.0548,6.1622,0.0642,4393,226800.0,0,0
12.6592,11.7662,0.5906,0.4094,0.9236,0.1294,1.0,0.1715,0.3239,0.278,0.1138,0.1023,0.5939,0.0702,7.0548,0.0987,4394,300000.0,0,0
13.0637,12.6598,0.3323,0.6677,0.9241,0.0234,1.0,0.1441,0.2279,0.4031,0.3092,0.0646,0.6898,0.1053,6.9707,0.0395,4395,450000.0,0,1
15.1953,14.5699,0.4649,0.5351,0.952,0.1391,1.0,0.1019,0.3214,0.2801,0.1542,0.1023,0.6243,0.0229,9.2374,0.0353,4396,3900000.0,6,0
12.3897,11.7367,0.4795,0.5205,0.9106,0.072,1.0,0.1626,0.2882,0.3426,0.1537,0.0918,0.6424,0.0527,6.5693,0.0337,4397,240000.0,0,0
12.1959,12.0438,0.141,0.859,0.8503,0.1836,0.83,0.0162,0.0542,0.4632,0.5044,0.0196,0.8117,0.1483,6.8064,0.0,4398,200000.0,0,2
12.5034,12.2919,0.1906,0.8094,0.5645,0.1971,0.92,0.0,0.064,0.3423,0.2647,0.0199,0.966,0.1718,7.1915,0.0,4399,270000.0,0,3
12.1981,11.9533,0.2172,0.7828,0.9879,0.0453,1.0,0.0727,0.1714,0.3558,0.2805,0.0636,0.7741,0.0693,6.1732,0.0267,4400,200000.0,0,1
13.183,12.9367,0.2184,0.7816,0.9751,0.0791,1.0,0.0994,0.2144,0.335,0.2421,0.0412,0.6348,0.0662,7.4717,0.024,4401,520000.0,1,1
13.8927,13.7282,0.1516,0.8484,0.9463,0.1496,0.92,0.0829,0.022,0.3243,0.4099,0.0103,0.7518,0.1979,8.6358,0.0,4402,1080000.0,2,2
13.1345,13.0483,0.0826,0.9174,0.7249,0.2481,1.0,0.0914,0.0145,0.3769,0.5481,0.0211,0.9394,0.1961,7.548,0.0,4403,496800.0,1,2
12.8311,12.3728,0.3676,0.6324,0.91,0.0254,1.0,0.1122,0.1434,0.3888,0.2667,0.0785,0.8115,0.1183,6.759,0.0105,4404,367200.0,0,1
13.2113,13.1031,0.1026,0.8974,0.8706,0.1694,0.92,0.0296,0.0454,0.3104,0.5766,0.0295,0.9445,0.1916,7.422,0.0,4405,540000.0,1,2
13.5805,13.3143,0.2337,0.7663,0.958,0.0795,1.0,0.0886,0.1719,0.3623,0.2475,0.1088,0.6563,0.0552,8.0403,0.0123,4406,780000.0,1,1
12.5397,12.3076,0.2071,0.7929,0.8822,0.0441,1.0,0.084,0.2245,0.4397,0.2661,0.0693,0.7611,0.1016,7.0887,0.0166,4407,276000.0,0,1
13.3788,13.0772,0.2604,0.7396,0.7078,0.3366,1.0,0.0,0.0943,0.2602,0.3268,0.0072,0.9134,0.209,7.7786,0.0,4408,650000.0,1,3
12.9113,12.7513,0.1479,0.8521,0.8852,0.1507,0.83,0.0069,0.0834,0.3057,0.4197,0.0357,0.948,0.1891,6.9755,0.0,4409,400000.0,0,2
12.505,12.3494,0.1441,0.8559,0.5667,0.2184,0.58,0.0,0.0204,0.2733,0.3905,0.0052,0.8582,0.2754,6.5972,0.0,4410,260000.0,0,3
13.1997,12.8721,0.2794,0.7206,0.9408,0.0445,1.0,0.0644,0.2369,0.3488,0.2785,0.0817,0.7607,0.0513,7.3017,0.0447,4411,520000.0,1,1
13.3682,12.8611,0.3978,0.6022,0.9273,0.035,1.0,0.1318,0.248,0.4401,0.2021,0.0524,0.8137,0.096,7.3884,0.0092,4412,630000.0,1,1
13.217,12.464,0.529,0.471,0.8529,0.1139,1.0,0.1851,0.4231,0.2446,0.1459,0.1173,0.5967,0.0706,7.553,0.1393,4413,540000.0,1,0
12.8946,12.3964,0.3924,0.6076,0.8735,0.0562,1.0,0.0646,0.3107,0.286,0.1396,0.0933,0.443,0.0382,7.2052,0.059,4414,390000.0,0,0
13.747,12.9399,0.5538,0.4462,0.8579,0.054,1.0,0.1885,0.3292,0.2506,0.1442,0.087,0.4873,0.0629,7.6473,0.1485,4415,900000.0,2,0
13.8331,13.4545,0.3152,0.6848,0.8634,0.4078,0.75,0.0,0.0575,0.1653,0.3662,0.0107,0.9751,0.2204,7.8482,0.0,4416,972000.0,2,3
13.1353,12.3624,0.5383,0.4617,0.938,0.1213,1.0,0.1083,0.2965,0.2311,0.2071,0.1645,0.6298,0.0754,7.1325,0.1297,4417,500000.0,1,0
13.806,13.5815,0.2011,0.7989,0.9005,0.048,1.0,0.1385,0.2224,0.4417,0.3057,0.1101,0.6802,0.0988,7.9958,0.0471,4418,1000000.0,2,1
12.6292,12.3119,0.2719,0.7281,0.8017,0.3024,1.0,0.0,0.0842,0.2685,0.4477,0.0274,0.9095,0.3228,6.7439,0.0,4419,302400.0,0,3
12.6509,12.2289,0.3443,0.6557,0.9032,0.0243,1.0,0.088,0.1494,0.4254,0.2116,0.0865,0.7936,0.0837,7.2066,0.0358,4420,300000.0,0,1
12.4289,11.64,0.5457,0.4543,0.9683,0.0612,1.0,0.0568,0.3253,0.3195,0.1312,0.1167,0.5985,0.0419,6.8364,0.0813,4421,252000.0,0,0
12.6495,12.6813,-0.0323,1.0323,0.8993,0.1784,1.0,0.0957,0.0552,0.4008,0.5126,0.0368,0.8731,0.208,6.8222,0.0,4422,300000.0,0,2
12.5079,12.2191,0.2508,0.7492,0.9398,0.0201,1.0,0.134,0.2378,0.3318,0.2349,0.0808,0.7142,0.0719,6.5364,0.0433,4423,259200.0,0,1
13.9246,13.8453,0.0763,0.9237,0.8225,0.1526,0.92,0.0829,0.0677,0.3793,0.5764,0.018,0.9427,0.2141,8.2071,0.0,4424,1080000.0,2,2
15.2354,14.5866,0.4773,0.5227,0.8104,0.1208,1.0,0.173,0.4315,0.2837,0.1758,0.104,0.4203,0.0633,9.3163,0.0922,4425,4160000.0,6,0
12.2339,12.1119,0.1148,0.8852,0.8381,0.2311,1.0,0.0806,0.092,0.3367,0.5837,0.0036,0.7706,0.1377,6.6442,0.0,4426,200000.0,0,2
12.7834,12.8049,-0.0217,1.0217,0.821,0.2195,0.92,0.0018,0.0476,0.4542,0.4803,0.001,0.8229,0.1488,7.3575,0.0,4427,345600.0,0,2
